Unique_ID,Request_type,Start_time,Longitude,Latitude,Antenna_Height,AGL_ASL,Longitude_uncertainty,Latitude_uncertainty,Emission_class,Device_category,Device_type,PREFSENS,MaxMasterEIRP
3057,Specific,01/01/2014 00:01,-0.096462,51.507976,10,AGL,0,0,5,Master,A,,
3058,Specific,01/01/2014 00:01,-0.09646,51.508021,12,AGL,0,0,5,Master,A,,
3059,Specific,01/01/2014 00:01,-0.096458,51.508066,13,AGL,0,0,5,Master,A,,
3060,Specific,01/01/2014 00:01,-0.096456,51.508111,14,AGL,0,0,5,Master,A,,
3061,Specific,01/01/2014 00:01,-0.096453,51.5082,15,AGL,0,0,5,Master,A,,
3062,Specific,01/01/2014 00:01,-0.096451,51.508245,16,AGL,0,0,5,Master,A,,
3063,Specific,01/01/2014 00:01,-0.096443,51.508425,17,AGL,0,0,5,Master,A,,
3064,Specific,01/01/2014 00:01,-0.096425,51.508874,18,AGL,0,0,5,Master,A,,
3065,Specific,01/01/2014 00:01,-0.096387,51.509773,19,AGL,0,0,5,Master,A,,
3066,Specific,01/01/2014 00:01,-0.096275,51.512469,20,AGL,0,0,5,Master,A,,
3067,Specific,01/01/2014 00:01,-0.096453,51.5082,15,AGL,50,50,5,Master,A,,
3068,Generic,01/01/2014 00:01,-0.096458,51.508066,21,AGL,0,0,5,Master,A,,
3069,Generic,01/01/2014 00:01,-0.096458,51.508066,21,AGL,0,0,5,Master,A,,17
3070,Generic,01/01/2014 00:01,-0.096458,51.508066,21,AGL,0,0,5,Master,A,,11
3071,Generic,01/01/2014 00:01,-0.096458,51.508066,21,AGL,0,0,5,Master,A,,1
3072,Generic,01/01/2014 00:01,-0.096458,51.508066,21,AGL,0,0,5,Master,A,,-9
3073,Generic,01/01/2014 00:01,-0.096458,51.508066,21,AGL,0,0,5,Master,A,,-16
3074,Generic,01/01/2014 00:01,-0.096458,51.508066,21,AGL,0,0,5,Master,A,,-19
3075,Generic,01/01/2014 00:01,-0.096458,51.508066,21,AGL,0,0,5,Master,A,,-40
3076,Specific,01/01/2014 00:01,-0.096458,51.508066,21,AGL,0,0,5,Master,B,,
3077,Generic,01/01/2014 00:01,-0.096458,51.508066,21,AGL,0,0,5,Master,B,,
3078,Specific,01/01/2014 00:01,-0.096447,51.507984,11,AGL,0,0,5,Master,A,,
3079,Generic,01/01/2014 00:01,-0.096447,51.507984,11,AGL,0,0,5,Master,A,,
